HOSPITAL NAME,CITY,AREA,ADDRESS,DOCTORS,CONTACT
Hope Children Hospital,Mandi-Bahauddin,Punjab,"Hope Children Hospital, Satt Sira Chowk, Ahla, Punjab, Mandi Bahauddin",1,3341900202
Shahzaib Surgical Hospital,Mandi-Bahauddin,Punjab,"Shahzaib Surgical Hospital, Old Gujarat Rd, Phalia,, Punjab, Mandi Bahauddin",1,546566195
Tarar Hospital (New),Mandi-Bahauddin,Punjab,"Tarar Hospital (New), Phalia Rd, Cheema Chowk, Shafqat Abad, Punjab, Mandi Bahauddin",-,546508930
Health Check Physiotherapy Clinic Qadirabad Branch,Mandi-Bahauddin,Qadirabad,"Health Check Physiotherapy Clinic Qadirabad Branch, Near Government Girls High School, Qadirabad, Qadirabad, Mandi Bahauddin",1,3421353301
M. Khan Butt Memorial Hospital,Mandi-Bahauddin,Qadirabad,"M. Khan Butt Memorial Hospital, School Road, Qadirabad, Qadirabad, Mandi Bahauddin",-,3421353301
Tahir Health Care And Research Centre,Mandi-Bahauddin,Sat Sira Chowk,"Tahir Health Care And Research Centre, Satsira Chowk Mandi Bahauddin, Sat-Sira Chowk, Mandi Bahauddin",1,3456940692
Tarar Hospital,Mandi-Bahauddin,Shafqat Abad,"Tarar Hospital, Mandi Bahauddin Phalia Road, Cheema Chowk, Shafqat Abad, Mandi Bahauddin",1,0546 508930
Mumtaz Health Care Hospital,Mandi-Bahauddin,Sohawa,"Mumtaz Health Care Hospital, Phalia Rd, Sohawa, Mandi Bahauddin",1,546650400
Peshawar Dental Clinic & Implant Center,Mansehra,,"Peshawar Dental Clinic & Implant Center, Jahangiri Market Near Irum Hotel Shinkiari Road, 0, Mansehra",-,042-32591432
Dr. Shakeel Homeopathic Clinic,Mansehra,Abbotabad Road,"Dr. Shakeel Homeopathic Clinic, Faisal Plaza, Near King Abdullah Teaching Hospital, Abbotabad Road, Mansehra",1,3125337857
Kulsum International Hospital,Mansehra,Abbottabad,"Kulsum International Hospital, Main Mansehra Rd, Opposite Hotel One, Musa Zai Colony Abbottabad, Abbottabad, Mansehra",-,3005636407
Jamal Hospital,Mansehra,Abbottabad Rd,"Jamal Hospital, Faisal Plaza, Upper Channi, Abbottabad Rd, Mansehra",-,9.23004E+11
Adan Bone Clinic,Mansehra,Abbottabad Road,"Adan Bone Clinic, Opposite King Abdullah Teaching Hospital, Abbottabad Road, Abbottabad Road, Mansehra",1,0341-5114708
Waleed General Hospital,Mansehra,Abottabad Road Mansehra City,"Waleed General Hospital, Upper Chennai Opposite King Abdullah Teaching Hospital, Abottabad Road, Mansehra City, Mansehra",3,(0997) 303019
Mansehra Medical Center Complex,Mansehra,Bypass Road,"Mansehra Medical Center Complex, Abdul Sattar Edhi, Bypass Road, Mansehra",3,(0997) 391788
Shifa Surgical Complex Hospital,Mansehra,Dhq Hospital,"Shifa Surgical Complex Hospital, Opposite Dhq Hospital, Dhq Hospital, Mansehra",2,042-32591432
Physicare Rehab Centre ( Dr Usama Clinic ),Mansehra,Dhq Hospital,"Physicare Rehab Centre ( Dr Usama Clinic ), Near Dhq Hospital Kamran Medicle Store, Dhq Hospital, Mansehra",1,3058515094
Agha Medical Store Hospital,Mansehra,Dolaha,"Agha Medical Store Hospital, College Dolaha, Dolaha, Mansehra",-,3111222398
Dr Hamayun Anwar Child Care Center,Mansehra,Faisal Plaza,"Dr Hamayun Anwar Child Care Center, Faisal Plaza Near King Abdullah Teaching Hospital, Faisal Plaza, Mansehra",-,3111222398
Doctors Clinic & Pharmacy,Mansehra,Khyber Pakhtunkhwa,"Doctors Clinic & Pharmacy, College Dohara, Khyber Pakhtunkhwa, Mansehra",1,3363162931
Irfan Neuro Psychiatry And General Hospital,Mansehra,Khyber Pakhtunkhwa,"Irfan Neuro Psychiatry And General Hospital, Abbottabad Rd, Khyber Pakhtunkhwa, Mansehra",1,997302204
Pakistan Medical And Dental Hospital,Mansehra,Main Peshawar Road,"Pakistan Medical And Dental Hospital, Opp Army Check Post Mehrabad Ground Floor Ripha International Building, Main Peshawar Road, Mansehra",1,3319111330
King Abdullah Teaching Hospital,Mansehra,Mansehra City,"King Abdullah Teaching Hospital, Abottabad Road, Near Dhq Hospital, Mansehra City, Mansehra",1,(0997) 920096
Shawwal Homeo Clinic,Mansehra,New Darband,"Shawwal Homeo Clinic, Near Karachi Dental Clinic New Darband Tehsil Oghi District Mansehra, New Darband, Mansehra",1,3439527789
Sher Muhammad & Sons Health Centre,Mansehra,New Darband,"Sher Muhammad & Sons Health Centre, New Darband, Tehsil Oghi District, New Darband, Mansehra",-,3479754266
Qudrat Plaza Hospital,Mansehra,Opposite King Abdullaha Teaching Hospital,"Qudrat Plaza Hospital, Near Qazi X Ray, Opposite King Abdullaha Teaching Hospital, Mansehra",1,3219683677
Mubarak Diagnostic Center/Mri X-Ray & Lab,Mansehra,Opposite King Abdullaha Teaching Hospital,"Mubarak Diagnostic Center/Mri X-Ray & Lab, Waleed Plaza Upper Chinnai Beside King Abdullah Teaching Hospital, Opposite King Abdullaha Teaching Hospital, Mansehra",-,997540324
Bagh Homeo Clinic,Mansehra,Shergarh,"Bagh Homeo Clinic, Chowk Shergarh Road Jalalabad Oghi City Khyber Pakhtunkhwa, Shergarh, Mansehra",1,3439527789
Canine(K9) Dental Clinic,Mansehra,Shinkiari Road,"Canine(K9) Dental Clinic, Adjacent 3Com Laptop Shop Near Kahu Wali Ziarat, Shinkiari Road, Mansehra",-,3449668002
Mehboob Eye Hospital,Mansehra,Tehsil Road,"Mehboob Eye Hospital, Tehsil, Hajber-Pahtunva, Gandhian Bela, Mansehra, Tehsil Road, Mansehra",1,042-32591432
Mardan Autism Centre,Mardan,,"Mardan Autism Centre, House No 157 Street 4 Sector R Sheikh Maltoon Town, 0, Mardan",-,3171300005
Dr. Mukarram Mustajab General Surgery Clinic,Mardan,,"Dr. Mukarram Mustajab General Surgery Clinic, Bahadar Medical Center Shamsi Road 2Nd Floor, 0, Mardan",1,042-32591432
Dr.Mukarram Mustajab Hospital,Mardan,,"Dr.Mukarram Mustajab Hospital, Bahadar Medical Center Shamsi Road 2Nd Floor, 0, Mardan",-,042-32591432
Omeed Ki Kiran Foundation (Gynae Welfare Hospital & Thalassaemia/ Dialysis Center Mardan),Mardan,03 Canal Rd,"Omeed Ki Kiran Foundation (Gynae Welfare Hospital & Thalassaemia/ Dialysis Center Mardan), House No, Near Bilal Masjid, Bijli Ghar Mardan, Khyber Pakhtunkhwa, 03 Canal Rd, Mardan",-,(0937) 876329
Combined Military Hospitals (Mardan),Mardan,622V 5Cv Cmh Rd,"Combined Military Hospitals (Mardan), 622V+5Cv, Cmh Rd, 622V+5Cv, Cmh Rd, Mardan",1,3137756560
Doctor Foundation Clinic,Mardan,Baghdada,"Doctor Foundation Clinic, Mohallah Kuz Kandi, Baghdada, Mardan",1,3119011327
Ara Khan Dental Clinic,Mardan,Baghdada,"Ara Khan Dental Clinic, Baghdada Chowk Bus Stop, Baghdada-Par Hoti Rd, Baghdada, Mardan",1,3149494016
Mardan Skin Care Clinic By Hania Signature,Mardan,Bahadur Khan Plaza Near,"Mardan Skin Care Clinic By Hania Signature, Opposite Dhq Hospital, Bahadur Khan Plaza Near Gajju Khan Road, Shamsi Rd, Bahadur Khan Plaza Near, Mardan",1,3114877498
Irfan Medical Center,Mardan,Bakhshali Road,"Irfan Medical Center, Bakhshali Rd, Bakhshali Road, Mardan",1,0301 2530388
Abdullah Medical Center,Mardan,Bakhshali Road,"Abdullah Medical Center, Main Mardan Road Bakhshali Mardan, Bakhshali Road, Mardan",1,042-32591432
Zia Darman Hospital,Mardan,Canal Rd,"Zia Darman Hospital, Erum Colony, Canal Rd Mardan, Canal Rd, Mardan",-,3459338380
Adan Medical Centre,Mardan,Canal Road,"Adan Medical Centre, Khyber Street Bijlighar, Canal Road, Mardan",1,(0937) 874633
Nisar Medical Centre,Mardan,Canal Road,"Nisar Medical Centre, Bahadur Khan Road, Canal Road, Mardan",1,3171300005
Mardan Medical Complex And Teaching Hospital,Mardan,Double Road,"Mardan Medical Complex And Teaching Hospital, Sheikh Maltoon Town, Double Road, Mardan",5,9379230051
Zeeshan Medical Centre,Mardan,Guli Bagh Colony,"Zeeshan Medical Centre, Shamsi Rd, Guli Bagh Colony, Mardan",1,4232591427
Mardan Medical Complex Hospital,Mardan,Khyber Pakhtunkhwa,"Mardan Medical Complex Hospital, City Centre N-45, Opposite Sheikh Maltoon Town, Khyber Pakhtunkhwa, Mardan",1,9379230051
Zamir S Oncology Clinic,Mardan,Khyber Pakhtunkhwa,"Zamir S Oncology Clinic, Jail Rd, Near Mmc Hospital, Sheikh Maltoon Town, Khyber Pakhtunkhwa, Mardan",1,3243708556
Dr Ashraf Zaman Clinic,Mardan,Khyber Pakhtunkhwa,"Dr Ashraf Zaman Clinic, 52Rr+Q9G Ehsan Medical & Surgical Complex, Moza Bagh Aram, Shamsi Rd, Muslimabad, Khyber Pakhtunkhwa, Mardan",1,3339386859
Ehsan Medical & Surgical Complex Hospital,Mardan,Kpk,"Ehsan Medical & Surgical Complex Hospital, Shamsi Rd, Moza Bagh Aram,, Kpk, Mardan",2,937872520
Mardan City Centre,Mardan,Kpk,"Mardan City Centre, Infront Of Mardan Medical Complex, Kpk, Mardan",1,3169852726
Dar Ul Shifa Hospital & Clinic,Mardan,Malakand Road,"Dar Ul Shifa Hospital & Clinic, Pohan Colony Street Number 2, Pohan Colony Malakad Road, Malakand Road, Mardan",-,3439289682
Shaheen Hospital Mardan,Mardan,Malakand Road,"Shaheen Hospital Mardan, Malakand Chowk, Near Ubl Bank, Malakand Road, Mardan",-,937866688
Toru Medicos Sheikh Yaseen Medical Centre,Mardan,Mardan City,"Toru Medicos Sheikh Yaseen Medical Centre, Shamsi Road, Opposite Dhq Hospital, Mardan City, Mardan",1,3009083216
Zaman Eye Clinic And Optical Center,Mardan,Mardan City,"Zaman Eye Clinic And Optical Center, Tehsil And District, Mohallah Qazi Shaib, Gujar Garhi, Mardan City, Mardan",1,3158914793
Hyatt Medical Complex Hospital,Mardan,Mardan City,"Hyatt Medical Complex Hospital, Main Malakand Road, Mardan City, Mardan",1,042-32591432
Akbar Medical Complex. Hospital,Mardan,Near New Doctor Hospital,"Akbar Medical Complex. Hospital, Jail Rd, Mardan, Near New Doctor Hospital, Mardan",3,3178700008
Rudaba Medical Center,Mardan,Near Railway Station Takht Bhai,"Rudaba Medical Center, Eye Hospital, N-45, Near Railway Station, Takht Bhai, Near Railway Station, Takht Bhai, Mardan",1,3339744439
Dr Ikram Skin And Laser Clinic,Mardan,Opposite Dhq Hospital Mardan,"Dr Ikram Skin And Laser Clinic, Inam Medical Center, Opposite Dhq Hospital. Mardan, Opposite Dhq Hospital. Mardan, Mardan",1,3139712242
Shifa Dental Clinic,Mardan,Opposite Mardan Medical Complex,"Shifa Dental Clinic, Opposite Mardan Medical Complex, Opposite Mardan Medical Complex, Mardan",1,0345 9334553
Syed Children Hospital,Mardan,Shamsi Rd,"Syed Children Hospital, Clock Tower, Mardan, Khyber Pakhtunkhwa, Shamsi Rd, Mardan",1,3459030215
Clock Tower Medical Center,Mardan,Shamsi Road,"Clock Tower Medical Center, Opposite To Dhq Hopsital, Shamsi Road, Mardan",5,3339889110
Adil Psychiatry Clinic,Mardan,Shamsi Road,"Adil Psychiatry Clinic, Clock Tower, Shamsi Road, Shamsi Road, Mardan",1,3145767187
Sheikh Yaseen Medical Center,Mardan,Shamsi Road,"Sheikh Yaseen Medical Center, Opposite To Dhq Hospital, Shamsi Road, Mardan",1,3139092808
The Skin Care Aesthetic And Laser Clinic,Mardan,Shamsi Road,"The Skin Care Aesthetic And Laser Clinic, 1St Floor Clock Tower Y1 Y2 Clock Tower Shamsi Road, Shamsi Road, Mardan",1,3459331455
Malik Dental Clinic,Mardan,Shamsi Road,"Malik Dental Clinic, Shop No Z-22, Clock Tower, Shamsi Road, Mardan",1,3111222398
Madiha Medical Center,Mardan,Shamsi Road,"Madiha Medical Center, Kpk Plaza 1St Floor 1, Near Press Club, Shamsi Road, Mardan",1,0313 9006890
Al Sayyed Medical Center,Mardan,Shamsi Road,"Al Sayyed Medical Center, Guli Bagh, Shamsi Road, Mardan",1,3358665111
Dr. Syed Ibrar Ali Shah Cardiac Diagnostic Hospital,Mardan,Shamsi Road,"Dr. Syed Ibrar Ali Shah Cardiac Diagnostic Hospital, New Bahadar Plaza Near Dhq Hospital, Shamsi Road, Mardan",1,3449159007
Mm Gynae And Surgical Clinic,Mardan,Shamsi Road,"Mm Gynae And Surgical Clinic, Sharif Plaza, Shamsi Road, Mardan",1,042-32591432
Mardan Poly Clinic,Mardan,Shamsi Road,"Mardan Poly Clinic, Opposite Eid Gah, Shamsi Road, Mardan",1,3075777897
"Musa Dental Clinic, Mardan",Mardan,Shamsi Road,"Musa Dental Clinic, Mardan, Faiz Market, Opposite Dhq Hospital, Shamsi Road, Mardan",-,3149602331
Mardan Women Hospital,Mardan,Sheikh Maltoon Town,"Mardan Women Hospital, Sheikh Maltoon Town, Sheikh Maltoon Town, Mardan",1,3339201224
Dr. Noor Ul Amina (Gynecologist) Hospital,Mardan,Sheikh Maltoon Town,"Dr. Noor Ul Amina (Gynecologist) Hospital, House 91, Street 2, Sector J, Sheikh Maltoon Town, Mardan",1,937840240
Al Shifa Care Hospital,Mardan,Shergarh,"Al Shifa Care Hospital, Malakand Road Opposite Dar Ul Uloom, Shergarh, Mardan",1,937830742
Al Khidmat Mashal Medical Complex Hospital,Mardan,Swabi,"Al Khidmat Mashal Medical Complex Hospital, Main Swabi Road Baghicha Dheri, Swabi, Mardan",1,937580055
Dr Capt R Muhammad Iyaaz Clinic,Mardan,Takhat Bai,"Dr Capt R Muhammad Iyaaz Clinic, Near Hajira Islam Hospital, Takhat Bai, Mardan",1,3369432896
Dr. Murad Medical Complex Hospital,Mardan,Takht Bhai,"Dr. Murad Medical Complex Hospital, Pati Kalan Road, Takht Bhai, Mardan",-,04232591427-28
Dr. Biladul Islam Medical Care Clinic,Mardan,Takht Bhai,"Dr. Biladul Islam Medical Care Clinic, Bhaijan Medicos Main Malakand Road, Takht Bhai, Mardan",1,3104006489
Matiari Health Service Hospital,Matiari,Deh Panu,"Matiari Health Service Hospital, Near Aga Khan Research Centre Nasarpur Road, Deh Panu, Matiari",-,0300 0077461
Abid Hospital,Mian-Channu,,"Abid Hospital, Tulamba Road Mian Channu, 0, Mian Channu",1,042-32591432
Munam Homeo Clinic And Store,Mian-Channu,Jatala Town,"Munam Homeo Clinic And Store, Darbar Road, Street No.1, Jatala Town, Mian Channu",-,3326389929
Zubair Healthcare Center,Mian-Channu,Jinnah Town,"Zubair Healthcare Center, Shami Road, Street No.8, Jinnah Town, Mian Channu",-,3044875288
Hafeez Specialist Hospital,Mian-Channu,Khanewal Rd,"Hafeez Specialist Hospital, Street 1 Liaquat Road, Nawab Colony, Khanewal Rd,, Mian Channu",1,652660177
Yasin Mumtaz Hospital,Mian-Channu,Khanewal Road,"Yasin Mumtaz Hospital, Faisal Town, Khanewal Road, Mian Channu",1,042-32591432
Alhussain Aamir Medical Center,Mian-Channu,Mian Channu,"Alhussain Aamir Medical Center, Jamia Masjid Bazar Street No 1 Near Future Computer Academy, Mian Channu, Mian Channu",1,3346233171
Shifa Hospital,Mian-Channu,Mian Channu,"Shifa Hospital, Talamba Mian Channu Rd, Near Govt. Girls Degree College, Mian Channu, Mian Channu",1,3330194477
Kashaf Homoeopthic Clinic,Mianwali,,"Kashaf Homoeopthic Clinic, Dhurnaka Adda Near Government Girl College Dhurnaka, 0, Mianwali",1,3018659192
"Esa Khel, Mianwali Hospital",Mianwali,Asa Khel,"Esa Khel, Mianwali Hospital, Essa Khel Mianawali Road, Asa Khel, Mianwali",-,459285018
Tabish Children Hospital,Mianwali,Ballo Khaill Road,"Tabish Children Hospital, Ballo Khaill Road, Near Ubl Bank, Ballo Khaill Road, Mianwali",-,459236111
Ent Ishaque Clinic,Mianwali,Ballo Khair Road,"Ent Ishaque Clinic, Hameed Building, Ballo Khair Road, Mianwali",1,459236600
Ent Ishaque Clinic,Mianwali,Ballo Khel Road,"Ent Ishaque Clinic, Ballo Khel Road, Ballo Khel Road, Mianwali",-,3006090195
Madina Childern Hospital,Mianwali,District Miawali,"Madina Childern Hospital, Ballo Khel Road, Ubl Building, District Miawali, Mianwali",1,3006605134
City Medical Complex Hospital,Mianwali,Govt High School Rd,"City Medical Complex Hospital, Govt High School Rd, Govt High School Rd, Mianwali",-,459235804
Obaid Noor Hospital,Mianwali,Gulberg Chowk,"Obaid Noor Hospital, Hospital Road Near City Pharmaceuticals Distributer, Gulberg Chowk, Mianwali",4,(0459) 235325
Dr. Arshad Skin And Laser Clinic,Mianwali,Gulberg Chowk,"Dr. Arshad Skin And Laser Clinic, Hospital Road, Gulberg Chowk, Mianwali",1,3063967415
Al-Shaafi Homeopathic Clinic (Branch1),Mianwali,Harnoli,"Al-Shaafi Homeopathic Clinic (Branch1), Old Post Office, Market City Road, Harnoli, Mianwali",1,3083284381
Thq Hospital Piplan,Mianwali,Piplan,"Thq Hospital Piplan, Hafiz Wala Road, Piplan, Mianwali",-,0459-201810
Al-Shaafi Homeopathic Clinic (Branch2),Mianwali,Qaidabad,"Al-Shaafi Homeopathic Clinic (Branch2), Near Sui-Northern Gass Office, Qaidabad, Mianwali",1,3083284381
Mother And Child International Hospital,Mirpur,Al Rayan Road,"Mother And Child International Hospital, 1 Al Rayan Rd, Chitterpari, Al Rayan Road, Mirpur",1,0348 3356595
Shahid Diabetes And Infertility Centre,Mirpur,Azad Jammu And Kashmir,"Shahid Diabetes And Infertility Centre, Ch.Hanif Plaza, Thothal Road, Opp. City Book Centre, Sector C 1, Azad Jammu And Kashmir, Mirpur",1,0582 7439991
Javid Medical Complex Hospital,Mirpur,Azad Jammu And Kashmir,"Javid Medical Complex Hospital, Mian Muhammad Road, Azad Jammu And Kashmir, Mirpur",1,5827442611
Muhammad Health Care Hospital,Mirpur,Azad Kashmir,"Muhammad Health Care Hospital, Bhimder, Azad Kashmir, Mirpur",-,3467124124
Sadiq Eye Hospital,Mirpur,Azad Kashmir,"Sadiq Eye Hospital, Allama Iqbal Road Mirpur, Azad Kashmir, Mirpur",1,5827444080
Mirpur Medical Complex Hospital,Mirpur,Kotli Road,"Mirpur Medical Complex Hospital, Kotli Road F1, Kotli Road, Mirpur",3,5827435021
Fareed And Sons Hospital,Mirpur,Kotli Road,"Fareed And Sons Hospital, F1 Kotli Road Mirpur, Kotli Road, Mirpur",1,3335848730
Farid Sons Hospital,Mirpur,Kotli Road,"Farid Sons Hospital, Sector F1 Kotli Road Mirpur, Kotli Road, Mirpur",-,3335848730
Gm Medical Center,Mirpur,Mirpur Khas,"Gm Medical Center, Mirpur Khas, Mirpur Khas, Mirpur",1,3003312435
Mehran Dental Clinic,Mirpur,Mirpur Khas,"Mehran Dental Clinic, Mehran Dental Clinic Near The Ufone Office New Town, Mirpur Khas, Mirpur",1,042-32591432
Al Seha Hospital Ajk,Mirpur,New Mirpur City,"Al Seha Hospital Ajk, Plot No. 167, 168, Sector D-3, New Mirpur City, Mirpur",2,5827438971
Doctors Plaza Hospital,Mirpur,New Town,"Doctors Plaza Hospital, The Doctors Plaza Diagnostic Center & Consultant Clinic, New Town, Mirpur",-,3139829998
Ahsan Medical Complex Hospital,Mirpur,Sector D 3 New Mirpur City Azad Jammu And Kashmir,"Ahsan Medical Complex Hospital, Allama Iqbal Road, Y-Cross? Sector D-3 New Mirpur City, Azad Jammu And Kashmir 10250, Sector D-3 New Mirpur City, Azad Jammu And Kashmir, Mirpur",5,0344 0531937
Wapda Hospital (Mangla),Mirpur,Sector D 3 New Mirpur City Azad Jammu And Kashmir,"Wapda Hospital (Mangla), 4J8R+256, Wapda Colony Mangla,, Sector D-3 New Mirpur City, Azad Jammu And Kashmir, Mirpur",1,544671077
Bhittai Medical Centre,Mirpur,Umerkot Road,"Bhittai Medical Centre, Khad Pilot Umerkot Road, Umerkot Road, Mirpur",-,3320324490
Alnoor Medicle Centre,Mirpur-Khas,Adam Town,"Alnoor Medicle Centre, Umerkot Road, Adam Town, Mirpur Khas",3,3043663367
Ali Medicare Hospital,Mirpur-Khas,Adam Town,"Ali Medicare Hospital, G2Hc+45C, Umerkot Road,, Adam Town, Mirpur Khas",1,3487739897
Mehboob Ali Child Care Clinic,Mirpur-Khas,Jhuddo District,"Mehboob Ali Child Care Clinic, Hameed Ud Din Masjid, Jhuddo District, Mirpur Khas",1,3332479352
Al Shifa Health Care Clinic (Mirpur Khas),Mirpur-Khas,Khyaban E Yousaf,"Al Shifa Health Care Clinic (Mirpur Khas), 100- C Khyaban E Yousaf, Khyaban E Yousaf, Mirpur Khas",1,3332991018
Akhtar Medicare Hospital,Mirpur-Khas,New Town,"Akhtar Medicare Hospital, New Town, New Town, Mirpur Khas",2,3212834332
Latif Dental And Medicare Center,Mirpur-Khas,New Town,"Latif Dental And Medicare Center, Doctors Line, New Town, Mirpur Khas",1,3332969814
Zainab Eye & Dental Hospital,Mirpur-Khas,Newtown,"Zainab Eye & Dental Hospital, Near Ayub General Store, Newtown, Mirpur Khas",1,3333524385
Ali Murad Shah Medical Center Mithi,Mithi,Hospital Rd Mithi,"Ali Murad Shah Medical Center Mithi, Pqjw+Gw7, Hospital Rd, Mithi, Tharparkar, Sindh, Hospital Rd, Mithi,, Mithi",1,3332512001
Poly Dental Clinic,Mithi,Main Harispur Road,"Poly Dental Clinic, Dow Collection, Main Harispur Road, Mithi",3,3413151000
Rehmania Hospital,Dera-Ismail-Khan,Circular Rd,"Rehmania Hospital, Near Town Hall, Circular Road, Circular Rd,, Dera Ismail Khan",1,3111222398
Rauf Medical Complex Hospital,Dera-Ismail-Khan,Dera Ismail Khan,"Rauf Medical Complex Hospital, Dera Ismail Khan, Khyber Pakhtunkhwa, Dera Ismail Khan, Dera Ismail Khan",1,042-32591432
Mufti Mehmood Memorial Teaching Hospital,Dera-Ismail-Khan,Dera Ismail Khan,"Mufti Mehmood Memorial Teaching Hospital, Rr9F+Mvm, Kotla Habib, Dera Ismail Khan, Dera Ismail Khan",1,966747067
Jinnah Medical Complex (Dik) Hospital,Dera-Ismail-Khan,Dhq Hospital,"Jinnah Medical Complex (Dik) Hospital, Opp Dhq Hospital, Dhq Hospital, Dera Ismail Khan",1,966731676
Ali Surgical Hospital,Dera-Ismail-Khan,Dhq Hospital,"Ali Surgical Hospital, Opp. Dhq-Mti, Dhq Hospital, Dera Ismail Khan",1,3327230902
Shifa Ali Hospital,Dera-Ismail-Khan,Main Circular Road,"Shifa Ali Hospital, Opposite Dhq Hospital, Main Circular Road, Dera Ismail Khan",1,966713448
Shuja Hospital,Dera-Ismail-Khan,Near Dhq Hospital,"Shuja Hospital, South Circular Road, Near Dhq Hospital, Dera Ismail Khan",-,3339966018
Dera Skin Clinic,Dera-Ismail-Khan,Opposite Dhq Hospital,"Dera Skin Clinic, Fida Medical Complex, Near Alizai Gate,, Opposite Dhq Hospital, Dera Ismail Khan",1,3429271668
Khyber Medical Complex Hospital,Dera-Ismail-Khan,South Circular Road Dera Ismail Kha,"Khyber Medical Complex Hospital, South Circular Road, Dera Ismail Kha, South Circular Road, Dera Ismail Kha, Dera Ismail Khan",1,+92 336 1427527
Misbah International Hospital,Dera-Ismail-Khan,South Circular Road Dera Ismail Kha,"Misbah International Hospital, South Circular Road, Opposite Beesaki Ground, South Circular Road, Dera Ismail Kha, Dera Ismail Khan",2,3095096590
Al Fateh Medical Center,Dera-Ismail-Khan,West Circular Road,"Al Fateh Medical Center, West Circular Road, West Circular Road, Dera Ismail Khan",1,4232591427
Aziz Maternity Home Hospital,Dijkot,Dijkot,"Aziz Maternity Home Hospital, Civil Hospital Road Adjacent To Mcb Bank, Dijkot, Dijkot",2,3009658859
Al Rehman Poly Clinic,Dijkot,Dijkot,"Al Rehman Poly Clinic, Civil Hospital Road Opposite Pakistan Medical Store, Dijkot, Dijkot",-,3009658859
Sakina Dental Care Hospital,Dina,Dina,"Sakina Dental Care Hospital, Near To Askari Bank Mangla Road, Dina, Dina",-,3365714073
Ishtiaq Dental Clinic,Dina,Domali Mohalla,"Ishtiaq Dental Clinic, Railway Road,, Domali Mohalla, Dina",-,3365714073
Makkah Specialist Clinic,Dina,Hadali,"Makkah Specialist Clinic, Mangla Road Opp. Ayesha Hospital, Hadali, Dina",-,544632200
Amir Javed Medical Complex Hospital,Dinga,Dinga Road,"Amir Javed Medical Complex Hospital, Dhalyan Chowk, Dinga Road, Dinga",1,537402762
Nasreen Rafiq Dental Care Hospital,Dinga,Dinga Road,"Nasreen Rafiq Dental Care Hospital, Jpgf+Ffv, Bhalesranwala, Dinga Road, Dinga",1,3256149001
Shabbir Shakir Physio Clinic,Dinga,Jinnah Park,"Shabbir Shakir Physio Clinic, Near Fatima Jinnah Park, Jinnah Park, Dinga",1,3316679748
Hanif Eye Care And Optical Center,Dunyapur,Multan Road,"Hanif Eye Care And Optical Center, Lodhran, Multan Road, Dunyapur",1,3004762006
Ramzan General Hospital,Dunyapur,Zakuta Chowk,"Ramzan General Hospital, Zakuta Chowk, Zakuta Chowk, Dunyapur",2,3447124388
Faisalabad Cardiology Hospital Laboratory,Faisalabad,Civil Lines,"Faisalabad Cardiology Hospital Laboratory, Faisalabad Institute Of Cardiology Civil Lines, , Civil Lines, Faisalabad",1,3044790352
Hilal E Ahmer Hospital,Faisalabad,Civil Lines,"Hilal E Ahmer Hospital, University Road, Civil Lines, Faisalabad",5,041-9201475-76
Atia Medicare Hospital,Faisalabad,Civil Lines,"Atia Medicare Hospital, Hilal Rd, Shahzad Colony Burhan Mohalla, , Civil Lines, Faisalabad",-,3338526668
Faisalabad Diabetic Center,Faisalabad,Civil Lines,"Faisalabad Diabetic Center, 328-A, , Civil Lines, Faisalabad",1,0311 1222398
Doctors Medical And Diagnostic Complex Hospital,Faisalabad,Sargodha Rd,"Doctors Medical And Diagnostic Complex Hospital, Sargodha Road Lasani Pulli Shadman Town, - Sargodha Rd, Faisalabad",3,3454992889
Zain Medicare Hospital,Faisalabad,Sargodha Rd,"Zain Medicare Hospital, Madina Chowk, Chak 07, - Sargodha Rd, Faisalabad",1,042-32591432
Dr. Ayesha Clinic,Faisalabad,,"Dr. Ayesha Clinic, 470 L Block Wapda City, 0, Faisalabad",1,3364353131
Do Burj Plaza Hospital,Faisalabad,1 Jaranwala Rd Kohinoor City Faisalabad Punjab,"Do Burj Plaza Hospital, Jaranwala Road, 1 Jaranwala Rd, Kohinoor City Faisalabad, Punjab, Faisalabad",-,0321 8061010
Irfan Medical City Hospital,Faisalabad,569 B People S Colony,"Irfan Medical City Hospital, Salimi Chowk, Stiyana Road, 569/B People’S Colony, Faisalabad",5,(041) 8724179
Doctors Specialist Center,Faisalabad,Abdullahpur Square,"Doctors Specialist Center, Behind Amtex Water Fall, Abdullahpur Square, Faisalabad",4,418544415
Downtown Dental Practice Hospital,Faisalabad,Afghanabad,"Downtown Dental Practice Hospital, Afghanabad Rd, Afghanabad, Afghanabad, Faisalabad",1,0322 5212056
Amna Jamal Eye Center,Faisalabad,Afghanabad,"Amna Jamal Eye Center, Tariq Rd, Afghanabad, Faisalabad",1,0300 6658958
Maqsooda Ziaa Hospital,Faisalabad,Afshan Colony,"Maqsooda Ziaa Hospital, Main Sargodha Rd, Near Allied Morre, Opposite Crescent Textile Mills, Afshan Colony, Afshan Colony, Faisalabad",2,4187851367
Naila Madical Center,Faisalabad,Airport Road,"Naila Madical Center, Sarhala Rd, Chak 66 Jb Dhandrah, Airport Road, Faisalabad",1,3137252816
